Time CPU_mW GPU_mW Total_mW
27910 4375 0 4375
27920 3070 0 3070
27930 5374 0 5374
27940 8021 0 8021
27950 3281 0 3281
27960 6939 0 6939
27970 2825 0 2825
27980 5077 0 5077
27990 3757 0 3757
28000 5218 0 5218
28010 4823 0 4823
28020 5171 0 5171
28030 12268 0 12268
28040 5059 0 5059
28050 3253 0 3253
28060 599 0 599
28070 966 0 966
28080 426 0 426
28090 4115 0 4115
28100 1937 0 1937
28110 2493 0 2493
28120 1508 0 1508
28130 2632 0 2632
28140 5052 0 5052
28150 12184 0 12184
28160 4493 0 4493
28170 6028 0 6028
28180 2882 0 2882
28190 7856 0 7856
28200 3677 0 3677
28210 6369 0 6369
28220 2434 0 2434
28230 6678 0 6678
28240 5461 0 5461
28250 12151 0 12151
28260 6571 0 6571
28270 5945 0 5945
28280 6790 0 6790
28290 8213 0 8213
28300 6425 0 6425
28310 7451 0 7451
28320 9689 0 9689
28330 5779 0 5779
28340 8007 0 8007
28350 9656 0 9656
28360 8239 0 8239
28370 8373 0 8373
28380 5329 0 5329
28390 6728 0 6728
28400 3974 0 3974
28410 7281 0 7281
28420 7540 0 7540
28430 7480 0 7480
28440 5330 0 5330
28450 5794 0 5794
28460 6101 0 6101
28470 9811 0 9811
28480 6121 0 6121
28490 10687 0 10687
28500 5612 0 5612
28510 4762 0 4762
28520 2661 0 2661
28530 7316 0 7316
28540 4100 0 4100
28550 8532 0 8532
28560 5568 0 5568
28570 6222 0 6222
28580 1102 0 1102
28590 5394 0 5394
28600 3211 0 3211
28610 4409 0 4409
28620 1007 0 1007
28630 2435 0 2435
28640 3619 0 3619
28650 1762 0 1762
28660 528 0 528
28670 6963 0 6963
28680 4870 0 4870
28690 2506 0 2506
28700 6965 0 6965
28710 4475 0 4475
28720 3663 0 3663
28730 1207 0 1207
28740 1017 0 1017
28750 7249 0 7249
28760 6153 0 6153
28770 6632 0 6632
28780 6609 0 6609
28790 6830 0 6830
28800 6884 0 6884
28810 6785 0 6785
28820 6978 0 6978
28830 6956 0 6956
28840 6056 0 6056
28850 6187 0 6187
28860 6546 0 6546
28870 7322 0 7322
28880 7417 0 7417
28890 8334 0 8334
28900 7354 0 7354
28910 7484 0 7484
28920 7032 0 7032
28930 6803 0 6803
28940 6924 0 6924
28950 7500 0 7500
28960 8519 0 8519
28970 7444 0 7444
28980 7559 0 7559
28990 3381 0 3381
29000 7080 0 7080
29010 2897 0 2897
29020 7347 0 7347
29030 1049 0 1049
29040 10398 0 10398
29050 11313 0 11313
29060 1155 0 1155
29070 5362 0 5362
29080 1319 0 1319
29090 2920 0 2920
29100 1176 0 1176
29110 5257 0 5257
29120 11839 0 11839
29130 10119 0 10119
29140 2300 0 2300
29150 5506 0 5506
29160 1067 0 1067
29170 897 0 897
29180 2573 0 2573
29190 1101 0 1101
29200 3378 0 3378
29210 567 0 567
29220 4275 0 4275
29230 514 0 514
29240 7699 0 7699
29250 2150 0 2150
29260 1961 0 1961
29270 1115 0 1115
29280 1106 0 1106
29290 508 0 508
29300 5478 0 5478
29310 9836 0 9836
29320 11397 0 11397
29330 1165 0 1165
29340 2026 0 2026
29350 2004 0 2004
29360 1988 0 1988
29370 2271 0 2271
29380 1738 0 1738
29390 6608 0 6608
29400 3449 0 3449
29410 9980 0 9980
29420 4328 0 4328
29430 4211 0 4211
29440 4724 0 4724
29450 3948 0 3948
29460 505 0 505
29470 4710 0 4710
29480 366 0 366
29490 712 0 712
29500 958 0 958
29510 703 0 703
29520 2976 0 2976
29530 554 0 554
29540 2626 0 2626
29550 428 0 428
29560 583 0 583
29570 789 0 789
29580 3179 0 3179
29590 495 0 495
29600 884 0 884
29610 515 0 515
29620 389 0 389
29630 2942 0 2942
29640 482 0 482
29650 366 0 366
29660 558 0 558
29670 618 0 618
29680 638 0 638
29690 426 0 426
29700 248 0 248
29710 370 0 370
29720 1423 0 1423
29730 363 0 363
29740 643 0 643
29750 245 0 245
29760 735 0 735
29770 966 0 966
29780 233 0 233
29790 1279 0 1279
29800 909 0 909
29810 1233 0 1233
29820 1491 0 1491
29830 342 0 342
29840 240 0 240
29850 361 0 361
29860 283 0 283
29870 228 0 228
29880 341 0 341
29890 518 0 518
29900 230 0 230
29910 792 0 792
29920 795 0 795
29930 713 0 713
29940 345 0 345
29950 229 0 229
29960 227 0 227
29970 284 0 284
29980 396 0 396
29990 1748 0 1748
30000 1907 0 1907
30010 1852 0 1852
30020 1545 0 1545
30030 409 0 409
30040 343 0 343
30050 301 0 301
30060 381 0 381
30070 445 0 445
30080 584 0 584
30090 735 0 735
30100 872 0 872
30110 709 0 709
30120 665 0 665
30130 598 0 598
30140 800 0 800
30150 729 0 729
30160 606 0 606
30170 655 0 655
30180 579 0 579
30190 630 0 630
30200 784 0 784
30210 767 0 767
30220 1030 0 1030
30230 1098 0 1098
30240 736 0 736
30250 459 0 459
30260 531 0 531
30270 533 0 533
30280 621 0 621
30290 604 0 604
30300 612 0 612
30310 658 0 658
30320 616 0 616
30330 1013 0 1013
30340 705 0 705
30350 580 0 580
30360 815 0 815
30370 547 0 547
30380 525 0 525
30390 2124 0 2124
30400 3911 0 3911
30410 2542 0 2542
30420 987 0 987
30430 592 0 592
30440 595 0 595
30450 602 0 602
30460 2747 0 2747
30470 3907 0 3907
30480 4375 0 4375
30490 4140 0 4140
30500 3526 0 3526
30510 2395 0 2395
30520 4197 0 4197
30530 4222 0 4222
30540 4184 0 4184
30550 2271 0 2271
30560 3325 0 3325
30570 4680 0 4680
30580 4319 0 4319
30590 2853 0 2853
30600 2724 0 2724
30610 2788 0 2788
30620 2861 0 2861
30630 2876 0 2876
30640 3474 0 3474
30650 3179 0 3179
30660 2647 0 2647
30670 2533 0 2533
30680 2916 0 2916
30690 2707 0 2707
30700 1747 0 1747
30710 574 0 574
30720 502 0 502
30730 590 0 590
30740 691 0 691
30750 809 0 809
30760 799 0 799
30770 597 0 597
30780 2992 0 2992
30790 2642 0 2642
30800 2764 0 2764
30810 3238 0 3238
30820 2650 0 2650
30830 2779 0 2779
30840 2732 0 2732
30850 2786 0 2786
30860 2776 0 2776
30870 3446 0 3446
30880 5419 0 5419
30890 4712 0 4712
30900 6235 0 6235
30910 4754 0 4754
30920 5808 0 5808
30930 3434 0 3434
30940 4325 0 4325
30950 6085 0 6085
30960 3627 0 3627
30970 3381 0 3381
30980 5558 0 5558
30990 4844 0 4844
31000 5843 0 5843
31010 4822 0 4822
31020 6009 0 6009
31030 4112 0 4112
31040 2415 0 2415
31050 6006 0 6006
31060 6122 0 6122
31070 3649 0 3649
31080 3566 0 3566
31090 4496 0 4496
31100 6300 0 6300
31110 6590 0 6590
31120 5686 0 5686
31130 3920 0 3920
31140 5865 0 5865
31150 6254 0 6254
31160 6586 0 6586
31170 4987 0 4987
31180 5795 0 5795
31190 5667 0 5667
31200 6844 0 6844
31210 6441 0 6441
31220 6625 0 6625
31230 6383 0 6383
31240 6101 0 6101
31250 6285 0 6285
31260 5454 0 5454
31270 5218 0 5218
31280 5700 0 5700
31290 5885 0 5885
31300 6153 0 6153
31310 6081 0 6081
31320 6516 0 6516
31330 6728 0 6728
31340 7193 0 7193
31350 6738 0 6738
31360 7468 0 7468
31370 7398 0 7398
31380 6310 0 6310
31390 6219 0 6219
31400 7077 0 7077
31410 5189 0 5189
31420 5843 0 5843
31430 5927 0 5927
31440 6115 0 6115
31450 5612 0 5612
31460 3650 0 3650
31470 5374 0 5374
31480 5191 0 5191
31490 5798 0 5798
31500 4268 0 4268
31510 3783 0 3783
31520 2704 0 2704
31530 2335 0 2335
31540 3195 0 3195
31550 3111 0 3111
31560 5614 0 5614
31570 6850 0 6850
31580 6993 0 6993
31590 6613 0 6613
31600 5159 0 5159
31610 1499 0 1499
31620 1544 0 1544
31630 1749 0 1749
31640 1589 0 1589
31650 1566 0 1566
31660 3468 0 3468
31670 5598 0 5598
31680 3794 0 3794
31690 1942 0 1942
31700 6006 0 6006
31710 5022 0 5022
31720 2238 0 2238
31730 1528 0 1528
31740 2630 0 2630
31750 6332 0 6332
31760 6212 0 6212
31770 3995 0 3995
31780 3517 0 3517
31790 2132 0 2132
31800 1707 0 1707
31810 2727 0 2727
31820 6196 0 6196
31830 4926 0 4926
31840 3577 0 3577
31850 2296 0 2296
31860 5600 0 5600
31870 6703 0 6703
31880 3664 0 3664
31890 3536 0 3536
31900 1835 0 1835
31910 2267 0 2267
31920 6108 0 6108
31930 5751 0 5751
31940 3711 0 3711
31950 3650 0 3650
31960 3988 0 3988
31970 6679 0 6679
31980 5327 0 5327
31990 3353 0 3353
32000 1450 0 1450
32010 1147 0 1147
32020 5266 0 5266
32030 6414 0 6414
32040 4063 0 4063
32050 2228 0 2228
32060 1684 0 1684
32070 3721 0 3721
32080 6449 0 6449
32090 3797 0 3797
32100 3719 0 3719
32110 5774 0 5774
32120 5545 0 5545
32130 2523 0 2523
32140 5183 0 5183
32150 5640 0 5640
32160 3750 0 3750
32170 3503 0 3503
32180 6010 0 6010
32190 6093 0 6093
32200 4046 0 4046
32210 4840 0 4840
32220 6223 0 6223
32230 6202 0 6202
32240 6130 0 6130
32250 6576 0 6576
32260 6709 0 6709
32270 6260 0 6260
32280 6470 0 6470
32290 6372 0 6372
32300 6759 0 6759
32310 6495 0 6495
32320 6684 0 6684
32330 6436 0 6436
32340 5737 0 5737
32350 5662 0 5662
32360 5571 0 5571
32370 5769 0 5769
32380 6172 0 6172
32390 5827 0 5827
32400 5539 0 5539
32410 5985 0 5985
32420 5366 0 5366
32430 5196 0 5196
32440 5434 0 5434
32450 5959 0 5959
32460 5543 0 5543
32470 5395 0 5395
32480 4701 0 4701
32490 7138 0 7138
32500 7933 0 7933
32510 5772 0 5772
32520 5005 0 5005
32530 4098 0 4098
32540 4098 0 4098
32550 3991 0 3991
32560 4066 0 4066
32570 3819 0 3819
32580 3242 0 3242
32590 2179 0 2179
32600 2595 0 2595
32610 3187 0 3187
32620 2497 0 2497
32630 2555 0 2555
32640 7959 0 7959
32650 7241 0 7241
32660 7482 0 7482
32670 6875 0 6875
32680 6599 0 6599
32690 6438 0 6438
32700 4964 0 4964
32710 1377 0 1377
32720 1695 0 1695
32730 1355 0 1355
32740 1553 0 1553
32750 1626 0 1626
32760 1531 0 1531
32770 1641 0 1641
32780 933 0 933
32790 780 0 780
32800 947 0 947
32810 1163 0 1163
32820 1153 0 1153
32830 1119 0 1119
32840 3072 0 3072
32850 2833 0 2833
32860 4586 0 4586
32870 3409 0 3409
32880 2244 0 2244
32890 1219 0 1219
32900 1054 0 1054
32910 1047 0 1047
32920 1018 0 1018
32930 807 0 807
32940 1087 0 1087
32950 947 0 947
32960 1160 0 1160
32970 3543 0 3543
32980 1076 0 1076
32990 1751 0 1751
33000 315 0 315
33010 613 0 613
33020 906 0 906
33030 444 0 444
33040 1506 0 1506
33050 825 0 825
33060 574 0 574
33070 773 0 773
33080 996 0 996
33090 2197 0 2197
33100 864 0 864
33110 1067 0 1067
33120 1151 0 1151
33130 1182 0 1182
33140 1041 0 1041
33150 777 0 777
33160 2338 0 2338
33170 1240 0 1240
33180 2441 0 2441
33190 918 0 918
33200 5007 0 5007
33210 1504 0 1504
33220 3350 0 3350
33230 572 0 572
33240 1820 0 1820
33250 1537 0 1537
33260 1544 0 1544
33270 2994 0 2994
33280 433 0 433
33290 687 0 687
33300 1183 0 1183
33310 1126 0 1126
33320 1412 0 1412
33330 3857 0 3857
33340 2980 0 2980
33350 3516 0 3516
33360 3148 0 3148
33370 725 0 725
33380 1836 0 1836
33390 1871 0 1871
33400 1200 0 1200
33410 1053 0 1053
33420 4001 0 4001
33430 3349 0 3349
33440 2058 0 2058
33450 4113 0 4113
33460 1086 0 1086
33470 2347 0 2347
33480 1364 0 1364
33490 3675 0 3675
33500 1263 0 1263
33510 1360 0 1360
33520 1290 0 1290
33530 1290 0 1290
33540 1246 0 1246
33550 1782 0 1782
33560 1995 0 1995
33570 667 0 667
33580 2232 0 2232
33590 6834 0 6834
33600 1966 0 1966
33610 1464 0 1464
33620 3346 0 3346
33630 3803 0 3803
33640 3632 0 3632
33650 1461 0 1461
33660 1272 0 1272
33670 1718 0 1718
33680 1126 0 1126
33690 1345 0 1345
33700 536 0 536
33710 2799 0 2799
33720 4684 0 4684
33730 1928 0 1928
33740 3019 0 3019
33750 3395 0 3395
33760 3210 0 3210
33770 1246 0 1246
33780 1145 0 1145
33790 394 0 394
33800 975 0 975
33810 383 0 383
33820 371 0 371
33830 312 0 312
33840 313 0 313
33850 251 0 251
33860 312 0 312
33870 243 0 243
33880 175 0 175
33890 301 0 301
33900 239 0 239
33910 288 0 288
33920 510 0 510
33930 1169 0 1169
33940 1454 0 1454
33950 1378 0 1378
33960 1481 0 1481
33970 2157 0 2157
33980 1002 0 1002
33990 239 0 239
34000 317 0 317
34010 190 0 190
34020 210 0 210
34030 214 0 214
34040 277 0 277
34050 254 0 254
34060 199 0 199
34070 409 0 409
34080 582 0 582
34090 677 0 677
34100 396 0 396
34110 376 0 376
34120 414 0 414
34130 323 0 323
34140 183 0 183
34150 148 0 148
34160 532 0 532
34170 1115 0 1115
34180 1740 0 1740
34190 2619 0 2619
34200 1185 0 1185
34210 988 0 988
34220 1287 0 1287
34230 1717 0 1717
34240 1102 0 1102
34250 809 0 809
34260 540 0 540
34270 445 0 445
34280 543 0 543
34290 266 0 266
34300 196 0 196
34310 415 0 415
34320 565 0 565
34330 814 0 814
34340 870 0 870
34350 1068 0 1068
34360 1025 0 1025
34370 145 0 145
34380 159 0 159
34390 207 0 207
34400 417 0 417
34410 218 0 218
34420 164 0 164
34430 164 0 164
34440 275 0 275
34450 159 0 159
34460 212 0 212
34470 155 0 155
34480 161 0 161
34490 161 0 161
34500 262 0 262
34510 143 0 143
34520 209 0 209
34530 160 0 160
34540 258 0 258
34550 160 0 160
34560 216 0 216
34570 269 0 269
34580 256 0 256
34590 471 0 471
34600 2806 0 2806
34610 2501 0 2501
34620 1107 0 1107
34630 151 0 151
34640 90 0 90
34650 101 0 101
34660 177 0 177
34670 148 0 148
34680 148 0 148
34690 297 0 297
34700 200 0 200
34710 193 0 193
34720 214 0 214
34730 203 0 203
34740 254 0 254
34750 302 0 302
34760 254 0 254
34770 201 0 201
34780 206 0 206
34790 152 0 152
34800 214 0 214
34810 159 0 159
34820 196 0 196
34830 154 0 154
34840 203 0 203
34850 152 0 152
34860 269 0 269
34870 162 0 162
34880 154 0 154
34890 196 0 196
34900 155 0 155
34910 103 0 103
34920 216 0 216
34930 259 0 259
34940 163 0 163
34950 159 0 159
34960 215 0 215
34970 157 0 157
34980 163 0 163
34990 270 0 270
35000 215 0 215
35010 165 0 165
35020 212 0 212
35030 159 0 159
35040 163 0 163
35050 218 0 218
35060 157 0 157
35070 192 0 192
35080 154 0 154
35090 257 0 257
35100 362 0 362
35110 413 0 413
35120 412 0 412
35130 654 0 654
35140 1049 0 1049
35150 1127 0 1127
35160 1075 0 1075
35170 1387 0 1387
35180 1138 0 1138
35190 152 0 152
35200 214 0 214
35210 161 0 161
35220 155 0 155
35230 156 0 156
35240 154 0 154
35250 193 0 193
35260 198 0 198
35270 154 0 154
35280 203 0 203
35290 152 0 152
35300 216 0 216
35310 158 0 158
35320 157 0 157
35330 206 0 206
35340 212 0 212
35350 159 0 159
35360 202 0 202
35370 191 0 191
35380 203 0 203
35390 161 0 161
35400 208 0 208
35410 155 0 155
35420 161 0 161
35430 157 0 157
35440 214 0 214
35450 159 0 159
35460 156 0 156
35470 150 0 150
35480 203 0 203
35490 155 0 155
35500 142 0 142
35510 207 0 207
35520 213 0 213
35530 215 0 215
35540 213 0 213
35550 210 0 210
35560 153 0 153
35570 213 0 213
35580 105 0 105
35590 153 0 153
35600 250 0 250
35610 216 0 216
35620 211 0 211
35630 161 0 161
35640 146 0 146
35650 153 0 153
35660 214 0 214
35670 204 0 204
35680 153 0 153
35690 162 0 162
35700 207 0 207
35710 147 0 147
35720 152 0 152
35730 144 0 144
35740 148 0 148
35750 146 0 146
35760 147 0 147
35770 199 0 199
35780 158 0 158
35790 216 0 216
35800 162 0 162
35810 156 0 156
35820 162 0 162
35830 217 0 217
35840 158 0 158
35850 161 0 161
35860 215 0 215
35870 320 0 320
35880 388 0 388
35890 716 0 716
35900 258 0 258
35910 823 0 823
35920 1297 0 1297
35930 1386 0 1386
35940 1874 0 1874
35950 1960 0 1960
35960 3013 108 3121
35970 2875 57 2932
35980 696 0 696
35990 1539 0 1539
36000 298 0 298
36010 239 0 239
36020 228 0 228
36030 263 0 263
36040 146 0 146
36050 155 0 155
36060 217 0 217
36070 153 0 153
36080 153 0 153
36090 191 0 191
36100 195 0 195
36110 158 0 158
36120 158 0 158
36130 158 0 158
36140 273 0 273
36150 204 0 204
36160 212 0 212
36170 206 0 206
36180 153 0 153
36190 159 0 159
36200 214 0 214
36210 161 0 161
36220 161 0 161
36230 102 0 102
36240 147 0 147
36250 200 0 200
36260 195 0 195
36270 152 0 152
36280 96 0 96
36290 193 0 193
36300 161 0 161
36310 149 0 149
36320 204 0 204
36330 154 0 154
36340 156 0 156
36350 203 0 203
36360 146 0 146
36370 208 0 208
36380 102 0 102
36390 198 0 198
36400 205 0 205
36410 157 0 157
36420 205 0 205
36430 206 0 206
36440 209 0 209
36450 154 0 154
36460 162 0 162
36470 213 0 213
36480 154 0 154
36490 153 0 153
36500 263 0 263
36510 161 0 161
36520 161 0 161
36530 162 0 162
36540 154 0 154
36550 206 0 206
36560 152 0 152
36570 216 0 216
36580 212 0 212
36590 157 0 157
36600 205 0 205
36610 162 0 162
36620 217 0 217
36630 155 0 155
36640 146 0 146
36650 146 0 146
36660 243 0 243
36670 246 0 246
36680 152 0 152
36690 215 0 215
36700 204 0 204
36710 101 0 101
36720 201 0 201
36730 156 0 156
36740 99 0 99
36750 198 0 198
36760 160 0 160
36770 148 0 148
36780 203 0 203
36790 161 0 161
36800 206 0 206
36810 156 0 156
36820 161 0 161
36830 189 0 189
36840 145 0 145
36850 149 0 149
36860 201 0 201
36870 204 0 204
36880 319 53 372
36890 159 0 159
36900 208 0 208
36910 160 0 160
36920 260 0 260
36930 424 0 424
36940 663 0 663
36950 1281 0 1281
36960 813 0 813
36970 844 0 844
36980 1013 0 1013
36990 1475 0 1475
37000 1750 0 1750
37010 2564 0 2564
37020 3164 0 3164
37030 3559 0 3559
37040 3727 0 3727
37050 3846 0 3846
37060 4244 0 4244
37070 4161 0 4161
37080 4246 0 4246
37090 4049 0 4049
37100 4039 0 4039
37110 4246 0 4246
37120 4527 0 4527
37130 4288 0 4288
37140 2517 0 2517
37150 1211 0 1211
37160 817 0 817
37170 612 0 612
37180 627 0 627
37190 316 0 316
37200 379 0 379
37210 327 0 327
37220 328 0 328
37230 266 0 266
37240 315 0 315
37250 841 0 841
37260 1716 0 1716
37270 312 0 312
37280 345 0 345
37290 304 0 304
37300 351 0 351
37310 423 0 423
37320 237 0 237
37330 252 0 252
37340 354 0 354
37350 407 0 407
37360 213 0 213
37370 358 0 358
37380 203 0 203
37390 156 0 156
37400 162 0 162
37410 204 0 204
37420 103 0 103
37430 202 0 202
37440 163 0 163
37450 215 0 215
37460 269 0 269
37470 271 0 271
37480 210 0 210
37490 157 0 157
37500 162 0 162
37510 200 0 200
37520 151 0 151
37530 248 0 248
37540 161 0 161
37550 104 0 104
37560 255 0 255
37570 150 0 150
37580 265 0 265
37590 157 0 157
37600 154 0 154
37610 209 0 209
37620 211 0 211
37630 216 0 216
37640 162 0 162
37650 160 0 160
37660 209 0 209
37670 154 0 154
37680 149 0 149
37690 209 0 209
37700 220 0 220
37710 166 0 166
37720 214 0 214
37730 384 0 384
37740 359 0 359
37750 466 0 466
37760 530 0 530
37770 523 0 523
37780 348 0 348
37790 409 0 409
37800 657 0 657
37810 1022 0 1022
37820 1003 0 1003
37830 638 0 638
37840 587 0 587
37850 504 0 504
37860 656 0 656
37870 1071 0 1071
37880 1410 0 1410
37890 986 0 986
37900 559 0 559
37910 457 0 457
37920 479 0 479
37930 467 0 467
37940 414 0 414
37950 460 0 460
37960 473 0 473
37970 511 0 511
37980 587 0 587
37990 573 0 573
38000 532 0 532
38010 778 0 778
38020 403 0 403
38030 455 0 455
38040 303 0 303
38050 215 0 215
38060 193 0 193
38070 97 0 97
38080 104 0 104
38090 198 0 198
38100 357 0 357
38110 208 0 208
38120 105 0 105
38130 210 0 210
38140 154 0 154
38150 271 0 271
38160 249 0 249
38170 154 0 154
38180 149 0 149
38190 140 0 140
38200 203 0 203
38210 155 0 155
38220 158 0 158
38230 155 0 155
38240 269 0 269
38250 213 0 213
38260 439 0 439
38270 402 0 402
38280 561 0 561
38290 513 0 513
38300 305 0 305
38310 206 0 206
38320 157 0 157
38330 163 0 163
38340 206 0 206
38350 149 0 149
38360 158 0 158
38370 161 0 161
38380 157 0 157
38390 154 0 154
38400 216 0 216
38410 153 0 153
38420 213 0 213
38430 156 0 156
38440 208 0 208
38450 102 0 102
38460 208 0 208
38470 158 0 158
38480 215 0 215
38490 154 0 154
38500 464 0 464
38510 828 0 828
38520 1111 0 1111
38530 212 0 212
38540 214 0 214
38550 205 0 205
38560 159 0 159
38570 159 0 159
38580 208 0 208
38590 210 0 210
38600 161 0 161
38610 216 0 216
38620 100 0 100
38630 199 0 199
38640 146 0 146
38650 195 0 195
38660 151 0 151
38670 154 0 154
38680 214 0 214
38690 99 0 99
38700 258 0 258
38710 104 0 104
38720 196 0 196
38730 99 0 99
38740 215 0 215
38750 154 0 154
38760 336 0 336
38770 458 0 458
38780 302 0 302
38790 507 0 507
38800 946 0 946
38810 1367 0 1367
38820 1972 0 1972
38830 2321 0 2321
38840 1291 0 1291
38850 1744 0 1744
38860 2141 0 2141
38870 2656 0 2656
38880 2226 0 2226
38890 151 0 151
38900 223 0 223
38910 209 0 209
38920 211 0 211
38930 150 0 150
38940 151 0 151
38950 148 0 148
38960 198 0 198
38970 155 0 155
38980 154 0 154
38990 154 0 154
39000 203 0 203
39010 159 0 159
39020 209 0 209
39030 197 0 197
39040 156 0 156
39050 152 0 152
39060 154 0 154
39070 271 0 271
39080 164 0 164
39090 156 0 156
39100 153 0 153
39110 193 0 193
39120 153 0 153
39130 157 0 157
39140 213 0 213
39150 196 0 196
39160 205 0 205
39170 102 0 102
39180 200 0 200
39190 318 0 318
39200 214 0 214
39210 103 0 103
39220 156 0 156
39230 213 0 213
39240 160 0 160
39250 161 0 161
39260 215 0 215
39270 154 0 154
39280 155 0 155
39290 369 0 369
39300 345 0 345
39310 412 0 412
39320 470 0 470
39330 481 0 481
39340 462 0 462
39350 530 0 530
39360 480 0 480
39370 149 0 149
39380 161 0 161
39390 257 0 257
39400 154 0 154
39410 457 0 457
39420 578 0 578
39430 468 0 468
39440 215 0 215
39450 352 0 352
39460 483 0 483
39470 437 0 437
39480 438 0 438
39490 1403 0 1403
39500 1759 0 1759
39510 842 0 842
39520 262 0 262
39530 148 0 148
39540 207 0 207
39550 189 0 189
39560 147 0 147
39570 210 0 210
39580 160 0 160
39590 162 0 162
39600 146 0 146
39610 188 0 188
39620 151 0 151
39630 263 0 263
39640 465 0 465
39650 541 0 541
39660 203 0 203
39670 159 0 159
39680 209 0 209
39690 194 0 194
39700 257 0 257
39710 152 0 152
39720 149 0 149
39730 158 0 158
39740 248 0 248
39750 219 0 219
39760 157 0 157
39770 154 0 154
39780 197 0 197
39790 165 0 165
39800 244 0 244
39810 547 0 547
39820 510 0 510
39830 337 0 337
39840 385 0 385
39850 513 0 513
39860 569 0 569
39870 914 0 914
39880 664 0 664
39890 796 0 796
39900 318 0 318
39910 888 0 888
39920 1207 0 1207
39930 916 0 916
39940 435 0 435
39950 498 0 498
39960 424 0 424
39970 458 0 458
39980 459 0 459
39990 465 0 465
40000 791 0 791
40010 474 0 474
40020 340 0 340
40030 215 0 215
40040 161 0 161
40050 157 0 157
40060 203 0 203
40070 206 0 206
40080 156 0 156
40090 198 0 198
40100 160 0 160
40110 160 0 160
40120 212 0 212
40130 157 0 157
40140 151 0 151
40150 245 0 245
40160 1187 0 1187
40170 1418 0 1418
40180 430 0 430
40190 198 0 198
40200 212 0 212
40210 214 0 214
40220 211 0 211
40230 161 0 161
40240 162 0 162
40250 215 0 215
40260 162 0 162
40270 147 0 147
40280 158 0 158
40290 150 0 150
40300 146 0 146
40310 257 0 257
40320 214 0 214
40330 459 0 459
40340 520 0 520
40350 423 0 423
40360 480 0 480
40370 702 0 702
40380 357 0 357
40390 308 0 308
40400 157 0 157
40410 153 0 153
40420 299 0 299
40430 580 0 580
40440 214 0 214
40450 163 0 163
40460 218 0 218
40470 159 0 159
40480 212 0 212
40490 474 0 474
40500 371 0 371
40510 315 0 315
40520 384 0 384
40530 264 0 264
40540 825 0 825
40550 212 0 212
40560 338 0 338
40570 215 0 215
40580 220 0 220
40590 366 0 366
40600 160 0 160
40610 218 0 218
40620 161 0 161
40630 159 0 159
40640 195 0 195
40650 309 0 309
40660 162 0 162
40670 208 0 208
40680 539 0 539
40690 214 0 214
40700 321 0 321
40710 265 0 265
40720 431 0 431
40730 421 0 421
40740 271 0 271
40750 270 0 270
40760 217 0 217
40770 476 0 476
40780 248 0 248
40790 252 0 252
40800 203 0 203
40810 211 0 211
40820 158 0 158
40830 216 0 216
40840 154 0 154
40850 437 0 437
40860 212 0 212
40870 321 0 321
40880 261 0 261
40890 363 0 363
40900 317 0 317
40910 513 0 513
40920 259 0 259
40930 264 0 264
40940 319 0 319
40950 300 0 300
40960 261 0 261
40970 262 0 262
40980 370 0 370
40990 419 0 419
41000 367 0 367
41010 554 0 554
41020 624 0 624
41030 534 0 534
41040 385 0 385
41050 407 0 407
41060 539 0 539
41070 666 0 666
41080 580 0 580
41090 289 0 289
41100 337 0 337
41110 282 0 282
41120 173 0 173
41130 229 0 229
41140 231 0 231
41150 164 0 164
41160 221 0 221
41170 162 0 162
41180 271 0 271
41190 158 0 158
41200 161 0 161
41210 162 0 162
41220 210 0 210
41230 157 0 157
41240 258 0 258
41250 165 0 165
41260 154 0 154
41270 206 0 206
41280 155 0 155
41290 159 0 159
41300 158 0 158
41310 537 0 537
41320 615 0 615
41330 794 0 794
41340 138 0 138
41350 161 0 161
41360 557 0 557
41370 1356 0 1356
41380 692 0 692
41390 1362 0 1362
41400 835 0 835
41410 253 0 253
41420 202 0 202
41430 231 0 231
41440 165 0 165
41450 196 0 196
41460 201 0 201
41470 154 0 154
41480 163 0 163
41490 216 0 216
41500 211 0 211
41510 260 0 260
41520 200 0 200
41530 205 0 205
41540 155 0 155
41550 147 0 147
41560 214 0 214
41570 210 0 210
41580 214 0 214
41590 165 0 165
41600 215 0 215
41610 157 0 157
41620 153 0 153
41630 258 0 258
41640 159 0 159
41650 263 0 263
41660 154 0 154
41670 202 0 202
41680 155 0 155
41690 156 0 156
41700 211 0 211
41710 161 0 161
41720 161 0 161
41730 162 0 162
41740 216 0 216
41750 150 0 150
41760 213 0 213
41770 162 0 162
41780 216 0 216
41790 160 0 160
41800 208 0 208
41810 147 0 147
41820 162 0 162
41830 198 0 198
41840 150 0 150
41850 153 0 153
41860 206 0 206
41870 162 0 162
41880 161 0 161
41890 146 0 146
41900 144 0 144
41910 304 0 304
41920 152 0 152
41930 157 0 157
41940 154 0 154
41950 152 0 152
41960 162 0 162
41970 204 0 204
41980 155 0 155
41990 155 0 155
42000 154 0 154
42010 211 0 211
42020 103 0 103
42030 198 0 198
42040 164 0 164
42050 216 0 216
42060 162 0 162
42070 259 0 259
42080 161 0 161
42090 218 0 218
42100 269 0 269
42110 104 0 104
42120 216 0 216
42130 211 0 211
42140 210 0 210
42150 304 0 304
42160 161 0 161
42170 204 0 204
42180 155 0 155
42190 257 0 257
42200 435 0 435
42210 317 0 317
42220 210 0 210
42230 158 0 158
